player_id,player_name,team,position,week_num,opponent,pass_yds,pass_td,pass_int,rush_yds,rush_td,recs,rec_yds,rec_td,def_sack,def_int,def_fumb_forced,def_fumb_recovered,fantasy_pts
16524,Devonta Freeman,ATL,RB,3,DAL,0,0,0,141,3,5,52,0,0,0,0,0,37.3
2593,Aaron Rodgers,GB,QB,3,KC,333,5,0,16,0,0,0,0,0,0,0,0,34.92
12845,A.J. Green,CIN,WR,3,BAL,0,0,0,0,0,10,227,2,0,0,0,0,34.7
16524,Devonta Freeman,ATL,RB,4,HOU,0,0,0,68,3,5,81,0,0,0,0,0,32.9
3807,Ben Roethlisberger,PIT,QB,2,SF,369,3,0,-1,0,0,0,0,0,0,0,0,30.66
4358,Steve Smith,BAL,WR,3,CIN,0,0,0,0,0,13,186,2,0,0,0,0,30.6
12841,Andy Dalton,CIN,QB,3,BAL,383,3,1,10,1,0,0,0,0,0,0,0,30.32
16668,Carlos Hyde,SF,RB,1,MIN,0,0,0,168,2,2,14,0,0,0,0,0,30.2
13320,Cam Newton,CAR,QB,3,NO,315,2,0,33,1,0,0,0,0,0,0,0,29.9
5571,Larry Fitzgerald,ARI,WR,2,CHI,0,0,0,0,0,8,112,3,0,0,0,0,29.2
15085,Joseph Randle,DAL,RB,3,ATL,0,0,0,87,3,2,18,0,0,0,0,0,28.5
13291,Julio Jones,ATL,WR,3,DAL,0,0,0,0,0,12,164,2,0,0,0,0,28.4
13227,Randall Cobb,GB,WR,3,KC,0,0,0,12,0,7,91,3,0,0,0,0,28.3
4314,Tom Brady,NE,QB,2,BUF,466,3,0,-4,0,0,0,0,0,0,0,0,28.24
1,Arizona Cardinals,ARI,DST,3,SF,0,0,0,0,0,0,0,0,2,4,1,0,28
4314,Tom Brady,NE,QB,1,PIT,288,4,0,1,0,0,0,0,0,0,0,0,27.62
11056,Antonio Brown,PIT,WR,2,SF,0,0,0,0,0,9,195,1,0,0,0,0,27.5
16263,Allen Robinson II,JAX,WR,2,MIA,0,0,0,0,0,6,155,2,0,0,0,0,27.5
10974,Rob Gronkowski,NE,TE,1,PIT,0,0,0,0,0,5,94,3,0,0,0,0,27.4
13320,Cam Newton,CAR,QB,2,HOU,195,2,1,76,1,0,0,0,0,0,0,0,27.4
12296,LeGarrette Blount,NE,RB,3,JAX,0,0,0,78,3,1,14,0,0,0,0,0,27.2
7580,DeAngelo Williams,PIT,RB,2,SF,0,0,0,77,3,4,15,0,0,0,0,0,27.2
6828,Chris Johnson,ARI,RB,3,SF,0,0,0,110,2,1,40,0,0,0,0,0,27
16157,Ryan Shazier,PIT,ILB,2,SF,0,0,0,0,0,0,0,0,1,0,1,1,26.7
13443,Colin Kaepernick,SF,QB,2,PIT,335,2,0,51,0,0,0,0,0,0,0,0,26.5
16311,Derek Carr,LV,QB,2,BAL,351,3,1,23,0,0,0,0,0,0,0,0,26.34
8244,Philip Rivers,LAC,QB,4,CLE,358,3,0,-1,0,0,0,0,0,0,0,0,26.22
7969,Jamaal Charles,KC,RB,3,GB,0,0,0,49,3,5,33,0,0,0,0,0,26.2
13291,Julio Jones,ATL,WR,1,PHI,0,0,0,0,0,9,141,2,0,0,0,0,26.1
12831,Tyrod Taylor,BUF,QB,2,NE,242,3,3,43,1,0,0,0,0,0,0,0,25.98
2428,Carson Palmer,ARI,QB,1,NO,307,3,0,14,0,0,0,0,0,0,0,0,25.68
1658,Greg Olsen,CAR,TE,3,NO,0,0,0,0,0,8,134,2,0,0,0,0,25.4
5571,Larry Fitzgerald,ARI,WR,3,SF,0,0,0,0,0,9,134,2,0,0,0,0,25.4
15076,Keenan Allen,LAC,WR,3,MIN,0,0,0,0,0,12,133,2,0,0,0,0,25.3
16301,Cairo Santos,KC,K,4,CIN,0,0,0,0,0,0,0,0,0,0,0,0,25
16763,Marcus Mariota,TEN,QB,1,TB,209,4,0,6,0,0,0,0,0,0,0,0,24.96
14885,Jamie Collins Sr.,NE,LB,2,BUF,0,0,0,0,0,0,0,0,2.5,0,1,0,24.75
4807,Adrian Peterson,MIN,RB,3,LAC,0,0,0,126,2,0,0,0,0,0,0,0,24.6
16856,Matt Jones,WAS,RB,2,LAR,0,0,0,123,2,3,23,0,0,0,0,0,24.6
12831,Tyrod Taylor,BUF,QB,3,MIA,277,3,0,12,0,0,0,0,0,0,0,0,24.28
11527,Sam Bradford,PHI,QB,4,WAS,270,3,0,14,0,0,0,0,0,0,0,0,24.2
13799,Ryan Tannehill,MIA,QB,2,JAX,359,2,0,17,0,0,0,0,0,0,0,0,24.06
16112,Jeremy Hill,CIN,RB,4,KC,0,0,0,40,3,0,0,0,0,0,0,0,24
8,Cleveland Browns,CLE,DST,2,TEN,0,0,0,0,0,0,0,0,7,0,5,5,24
15215,Tavon Austin,LAR,WR,4,ARI,0,0,0,20,0,6,96,2,0,0,0,0,23.6
13887,Travis Benjamin,CLE,WR,2,TEN,0,0,0,0,0,3,115,2,0,0,0,0,23.5
13788,Rishard Matthews,MIA,WR,3,BUF,0,0,0,0,0,6,113,2,0,0,0,0,23.3
6739,Alex Smith,KC,QB,1,HOU,243,3,0,15,0,0,0,0,0,0,0,0,23.22
732,Matt Ryan,ATL,QB,3,DAL,285,2,0,17,0,0,0,0,0,0,0,0,23.1
2593,Aaron Rodgers,GB,QB,1,CHI,189,3,0,35,0,0,0,0,0,0,0,0,23.06
12955,J.J. Watt,HOU,DE,1,KC,0,0,0,0,0,0,0,0,2,0,0,0,23
16608,Austin Seferian-Jenkins,TB,TE,1,TEN,0,0,0,0,0,5,110,2,0,0,0,0,23
8355,Julian Edelman,NE,WR,2,BUF,0,0,0,12,0,11,97,2,0,0,0,0,22.9
4314,Tom Brady,NE,QB,3,JAX,358,2,0,4,0,0,0,0,0,0,0,0,22.72
2699,Matt Forte,CHI,RB,1,GB,0,0,0,141,1,5,25,0,0,0,0,0,22.6
