player_id,player_name,team,position,week_num,opponent,pass_yds,pass_td,pass_int,rush_yds,rush_td,recs,rec_yds,rec_td,def_sack,def_int,def_fumb_forced,def_fumb_recovered,fantasy_pts
7328,Peyton Manning,DEN,QB,1,BAL,462,7,0,-2,0,0,0,0,0,0,0,0,46.28
13036,Justin Houston,KC,OLB,3,PHI,0,0,0,0,0,0,0,0,4.5,0,1,2,39.3
2593,Aaron Rodgers,GB,QB,2,WAS,480,4,0,-3,0,0,0,0,0,0,0,0,34.9
9447,Michael Vick,PHI,QB,2,LAC,428,2,0,34,1,0,-2,0,0,0,0,0,34.32
7242,Drew Brees,NO,QB,4,MIA,413,4,0,2,0,0,0,0,0,0,0,0,32.72
7242,Drew Brees,NO,QB,3,ARI,342,3,1,21,1,0,0,0,0,0,0,0,31.78
11056,Antonio Brown,PIT,WR,3,CHI,0,0,0,0,0,9,196,2,0,0,0,0,31.6
12386,Marshawn Lynch,SEA,RB,2,SF,0,0,0,98,2,3,37,1,0,0,0,0,31.5
13443,Colin Kaepernick,SF,QB,1,GB,412,3,0,22,0,0,0,0,0,0,0,0,30.68
8244,Philip Rivers,LAC,QB,2,PHI,419,3,0,11,0,0,0,0,0,0,0,0,29.86
12246,Victor Cruz,NYG,WR,1,DAL,0,0,0,0,0,5,118,3,0,0,0,0,29.8
13320,Cam Newton,CAR,QB,3,NYG,223,3,1,45,1,0,0,0,0,0,0,0,29.42
4807,Adrian Peterson,MIN,RB,1,DET,0,0,0,93,2,4,18,1,0,0,0,0,29.1
7328,Peyton Manning,DEN,QB,4,PHI,327,4,0,0,0,0,0,0,0,0,0,0,29.08
4932,Eli Manning,NYG,QB,1,DAL,450,4,3,8,0,0,0,0,0,0,0,0,28.8
12925,Jake Locker,TEN,QB,3,LAC,299,1,0,68,1,0,0,0,0,0,0,0,28.76
12845,A.J. Green,CIN,WR,1,CHI,0,0,0,0,0,9,162,2,0,0,0,0,28.2
11197,Demaryius Thomas,DEN,WR,1,BAL,0,0,0,0,0,5,161,2,0,0,0,0,28.1
11276,Sean Lee,DAL,OLB,4,LAC,0,0,0,0,0,0,0,0,0,1,0,0,27.5
7389,Eddie Royal,LAC,WR,2,PHI,0,0,0,0,0,7,90,3,0,0,0,0,27
9108,Tony Gonzalez,ATL,TE,4,NE,0,0,0,0,0,12,149,2,0,0,0,0,26.9
11712,Anquan Boldin,SF,WR,1,GB,0,0,0,0,0,13,208,1,0,0,0,0,26.8
11527,Sam Bradford,LAR,QB,2,ATL,352,3,1,25,0,0,0,0,0,0,0,0,26.58
13124,DeMarco Murray,DAL,RB,3,LAR,0,0,0,175,1,3,28,0,0,0,0,0,26.3
8244,Philip Rivers,LAC,QB,4,DAL,401,3,1,0,0,0,0,0,0,0,0,0,26.04
48,Dallas Cowboys,DAL,DST,1,NYG,0,0,0,0,0,0,0,0,3,3,2,3,26
55,Kansas City Chiefs,KC,DST,1,JAX,0,0,0,0,0,0,0,0,6,2,0,0,26
4807,Adrian Peterson,MIN,RB,4,PIT,0,0,0,140,2,0,0,0,0,0,0,0,26
9447,Michael Vick,PHI,QB,1,WAS,203,2,0,54,1,0,0,0,0,0,0,0,25.52
11488,Jimmy Graham,NO,TE,3,ARI,0,0,0,0,0,9,134,2,0,0,0,0,25.4
3943,DeSean Jackson,PHI,WR,2,LAC,0,0,0,0,0,9,193,1,0,0,0,0,25.3
