player_id,player_name,team,position,week_num,opponent,pass_yds,pass_td,pass_int,rush_yds,rush_td,recs,rec_yds,rec_td,def_sack,def_int,def_fumb_forced,def_fumb_recovered,fantasy_pts
19781,Lamar Jackson,BAL,QB,2,MIA,318,3,0,119,1,0,0,0,0,0,0,0,42.62
19781,Lamar Jackson,BAL,QB,3,NE,218,4,1,107,1,0,0,0,0,0,0,0,39.42
21677,Tua Tagovailoa,MIA,QB,2,BAL,469,6,2,1,0,0,0,0,0,0,0,0,38.86
18890,Patrick Mahomes,KC,QB,1,ARI,360,5,0,5,0,0,0,0,0,0,0,0,34.9
17922,Jared Goff,DET,QB,4,SEA,378,4,1,1,0,0,0,0,0,0,0,0,33.22
21831,Jalen Hurts,PHI,QB,2,MIN,333,1,1,57,2,0,0,0,0,0,0,0,33.02
16906,Stefon Diggs,BUF,WR,2,TEN,0,0,0,0,0,12,148,3,0,0,0,0,32.8
20805,T.J. Hockenson,DET,TE,4,SEA,0,0,0,0,0,8,179,2,0,0,0,0,31.9
14895,Geno Smith,SEA,QB,4,DET,320,2,0,49,1,0,0,0,0,0,0,0,31.7
19801,Josh Allen,BUF,QB,1,LAR,297,3,2,56,1,0,0,0,0,0,0,0,31.48
18082,Tyreek Hill,MIA,WR,2,BAL,0,0,0,0,0,11,190,2,0,0,0,0,31
21685,Justin Jefferson,MIN,WR,1,GB,0,0,0,0,0,9,184,2,0,0,0,0,30.4
22587,Amon-Ra St. Brown,DET,WR,2,WAS,0,0,0,68,0,9,116,2,0,0,0,0,30.4
19801,Josh Allen,BUF,QB,2,TEN,317,4,0,10,0,0,0,0,0,0,0,0,29.68
20824,Josh Jacobs,LV,RB,4,DEN,0,0,0,144,2,5,31,0,0,0,0,0,29.5
19798,Nick Chubb,CLE,RB,2,NYJ,0,0,0,87,3,3,26,0,0,0,0,0,29.3
22598,Jaylen Waddle,MIA,WR,2,BAL,0,0,0,0,0,11,171,2,0,0,0,0,29.1
19045,Aaron Jones,GB,RB,2,CHI,0,0,0,132,1,3,38,1,0,0,0,0,29
19562,Austin Ekeler,LAC,RB,4,HOU,0,0,0,60,2,6,49,1,0,0,0,0,28.9
22563,Khalil Herbert,CHI,RB,3,HOU,0,0,0,157,2,2,12,0,0,0,0,0,28.9
17920,Carson Wentz,WAS,QB,2,DET,337,3,1,23,0,0,0,0,0,0,0,0,27.78
17920,Carson Wentz,WAS,QB,1,JAX,313,4,2,12,0,0,0,0,0,0,0,0,27.72
19799,Rashaad Penny,SEA,RB,4,DET,0,0,0,151,2,1,6,0,0,0,0,0,27.7
20933,Miles Sanders,PHI,RB,4,JAX,0,0,0,134,2,2,22,0,0,0,0,0,27.6
21831,Jalen Hurts,PHI,QB,3,WAS,340,3,0,20,0,0,0,0,0,0,0,0,27.6
19766,Saquon Barkley,NYG,RB,1,TEN,0,0,0,164,1,6,30,0,0,0,0,0,27.4
611,Joe Flacco,NYJ,QB,2,CLE,307,4,0,6,0,0,0,0,0,0,0,0,26.88
19801,Josh Allen,BUF,QB,3,MIA,400,2,0,47,0,0,0,0,0,0,0,0,26.7
14536,Russell Wilson,DEN,QB,4,LV,237,2,0,29,1,1,1,0,0,0,0,0,26.48
17922,Jared Goff,DET,QB,2,WAS,256,4,0,-2,0,0,0,0,0,0,0,0,26.04
95,Tampa Bay Buccaneers,TB,DST,2,NO,0,0,0,0,0,0,0,0,6,3,3,2,26
20889,Kyler Murray,ARI,QB,2,LV,277,1,1,28,1,0,0,0,0,0,0,0,25.88
4314,Tom Brady,TB,QB,4,KC,385,3,0,0,0,0,0,0,0,0,0,0,25.4
22490,Trevor Lawrence,JAX,QB,3,LAC,262,3,0,7,0,0,0,0,0,0,0,0,25.18
21897,Alex Highsmith,PIT,LB,1,CIN,0,0,0,0,0,0,0,0,3,0,1,0,24.8
21831,Jalen Hurts,PHI,QB,1,DET,243,0,0,90,1,0,0,0,0,0,0,0,24.72
28,Pittsburgh Steelers,PIT,DST,1,CIN,0,0,0,0,0,0,0,0,7,4,2,1,24
19801,Josh Allen,BUF,QB,4,BAL,213,1,1,70,1,0,0,0,0,0,0,0,23.52
18909,Haason Reddick,PHI,LB,4,JAX,0,0,0,0,0,0,0,0,2,0,2,2,23.5
21684,D'Andre Swift,DET,RB,1,PHI,0,0,0,144,1,3,31,0,0,0,0,0,23.5
21682,Jonathan Taylor,IND,RB,1,HOU,0,0,0,161,1,4,14,0,0,0,0,0,23.5
